id,cebuano,tagalog
b.1ch.1.7,"Ug ang mga anak nga lalake ni Javan; si Elisa ug si Tharsis, Kitim, ug si Dodanim.","Nguni't nangyari nang ikapitong buwan, na si Ismael na anak ni Nathanias, na anak ni Elisama, na mula sa lahing hari, at sangpung lalake na kasama niya, ay naparoon, at sinaktan si Gedalias, na anopa't namatay, at ang mga Judio at ang mga Caldeo, na mga kasama niya sa Mizpa."
b.1ch.1.8,"Ang mga anak nga lalake ni Cham: si Chus, Misraim, Put ug si Canaan,","At ang buong bayan, maliit at gayon din ang malaki, at ang mga pinuno ng hukbo, ay nagsitindig, at nagsiparoon sa Egipto; sapagka't sila'y nangatakot sa mga Caldeo."
b.1ch.1.9,"Ug ang mga anak nga lalake ni Chus: si Seba, ug si Havilla, Sabtha, Raema, ug si Sabtecha. Ug ang mga anak nga lalake ni Raema: si Seba ug si Dedan.","At nangyari nang ikatatlongpu't pitong taon ng pagkabihag ni Joachin na hari sa Juda, nang ikalabing dalawang buwan, nang ikadalawangpu't pitong araw ng buwan, na si Evil-merodach na hari sa Babilonia, nang taon na siya'y magpasimulang maghari, ay itinaas ang ulo ni Joachin na hari sa Juda sa bilangguan;"
b.1ch.1.10,Ug si Chus nanganak kang Nimrod; nagsugod siya sa pagkamakusganon sa yuta.,"At siya'y nagsalita na may kagandahang loob sa kaniya, at inilagay ang kaniyang luklukan sa itaas ng luklukan ng mga hari na kasama niya sa Babilonia."
b.1ch.1.11,"Ug si Mizraim nanganak kang Ludim, ug kang Anamim, ug kang Laabim, ug kang Nephtuim,",At kaniyang pinalitan ang kaniyang damit na pagkabihag. At kumain si Joachin ng tinapay sa harap niya na palagi sa lahat ng kaarawan ng kaniyang buhay.
b.1ch.1.12,"Ug kang Phatrusim ug Casluim, (diin gumikan ang mga Filistehanon), ug Caphtorim.","At tungkol sa kaloob sa kaniya, may palaging kaloob na ibinibigay sa kaniya ang hari, bawa't araw isang bahagi ng pagkain, lahat ng mga araw ng kaniyang buhay."
b.1ch.1.13,"Ug si Canaan nanganak kang Sidon nga iyang kamagulangan, ug kang Heth.","Si Adam, si Seth, si Enos;"
b.1ch.1.14,"Ug ang Jebusehanon, ug ang Amorehanon, ug ang Gergesehanon,","Si Cainan, si Mahalaleel, si Jared;"
b.1ch.1.15,"Ug ang Hebehanon ug ang Arcehanon, ug ang Cinehanon;","Si Enoch, si Mathusalem, si Lamech,"
b.1ch.1.16,"Ug ang Arabadehanon, ug ang Semarehanon, ug ang Hamotehanon.","Si Noe, si Sem, si Cham, at si Japhet."
b.1ch.1.17,"Ang mga anak nga lalake ni Sem: Elam, Assur, Arphaxad, Lud, Aram, Hus, Hul, Gether, ug Mesec,","Ang mga anak ni Japhet: si Gomer, at si Magog, at si Dadai, at si Javan, at si Tubal, at si Mesec, at si Tiras."
b.1ch.1.18,"Ug si Arphaxad nanganak kang Sela, ug si Sela nanganak kang Heber.","At ang mga anak ni Gomer: si Askenaz at si Riphath, at si Thogorma."
b.1ch.1.19,Ug kang Heber natawo ang duha ka anak nga lalake: ang ngalan sa usa mao si Peleg; kay sa iyang mga adlaw ang yuta nabahin; ang ngalan sa iyang igsoon nga lalake mao si Joctan.,"At ang mga anak ni Javan: si Elisa, at si Tharsis, si Chithim at si Dodanim."
b.1ch.1.20,"Ug si Joctan nanganak kang Elmodad, ug kang Seleph, ug kang Asarmabeth, ug kang Jera,","Ang mga anak ni Cham: si Chus, at si Misraim, si Phuth, at si Canaan."
b.1ch.1.21,"Ug kang Adoram, ug Uzal ug Dicla,","At ang mga anak ni Chus: si Seba, at si Havila, at si Sabtha, at si Racma, at si Sabtecha. At ang mga anak ni Racma: si Seba, at si Dedan."
b.1ch.1.22,"Ug Ebal, Abimael, ug Seba,",At naging anak ni Chus si Nimrod: siya ang nagpasimulang naging makapangyarihan sa lupa.
b.1ch.1.23,"Ug Ophir, ug Havila, ug Jobab. Kining tanan mga anak nga lalake ni Joctan.","At naging anak ni Misraim si Ludim, at si Ananim, at si Laabim, at si Nephtuim,"
b.1ch.1.24,"Sem, Arphaxad, Sela,","At si Phetrusim, at si Chasluim (na pinanggalingan ng mga Filisteo), at si Caphtorim."
b.1ch.1.25,"Heber, Peleg, Reu,","At naging anak ni Canaan si Sidon, na kaniyang panganay, at si Heth,"
b.1ch.1.26,"Serug, Nachor, Thare,","At ang Jebuseo, at ang Amorrheo, at ang Gergeseo,"
b.1ch.1.27,Abram (mao si Abraham).,"At ang Heveo, at ang Araceo, at ang Sineo,"
b.1ch.1.28,Ang mga anak nga lalake ni Abraham mao si Isaac ug si Ismael.,"At ang Arvadeo, at ang Samareo, at ang Hamatheo."
b.1ch.1.29,"Kini mao ang ilang mga kaliwatan: ang kamagulangan ni Ismael, si Nabajoth; unya si Cedar, ug si Adbeel, ug si Misam,","Ang mga anak ni Sem: si Elam, at si Assur, at si Arphaxad, at si Lud, at si Aram, at si Hus, at si Hul, at si Gether, at si Mesec."
b.1ch.1.30,"Misma, ug si Duma, Maasa, Hadad, ug si Thema;","At naging anak ni Arphaxad si Sela, at naging anak ni Sela si Heber."
b.1ch.1.31,"Jetur, Naphis ug Cedma. Kini mao ang mga anak nga lalake ni Ismael.",At si Heber ay nagkaanak ng dalawang lalake: ang pangalan ng isa'y Peleg; sapagka't sa kaniyang mga kaarawan ay nakalatan ng tao ang lupa; at ang pangalan ng kaniyang kapatid ay Joctan.
b.1ch.1.32,"Ug ang mga anak nga lalake ni Cethura, nga puyo-puyo ni Abraham: siya nanganak kang Zimram, ug Jocsan, ug Medan, ug Madian, ug Isba, ug Sua. Ug ang mga anak nga lalake ni Jocsan: si Seba, ug si Dedan.","At naging anak ni Joctan si Elmodad, at si Seleph, at si Asarmaveth, at si Jera,"
b.1ch.1.33,"Ug ang mga anak nga lalake ni Madian: Epha, ug Epher, ug Henoch, ug si Abida, ug Eldaa. Kining tanan mao ang mga anak nga lalake ni Cethura.","At si Adoram, at si Uzal, at si Dicla;"
b.1ch.1.34,Ug si Abraham nanganak kang Isaac. Ang mga anak nga lalake ni Isaac: Si Esau ug si Israel.,"At si Hebal, at si Abimael, at si Seba;"
b.1ch.1.35,"Ang mga anak nga lalake ni Esau: Si Eliphas, Rehuel, Jeus, Jalam, ug Core.","At si Ophir, at si Havila, at si Jobab. Lahat ng ito'y mga anak ni Joctan."
b.1ch.1.36,"Ang mga anak nga lalake ni Eliphas: Theman, ug Omar, Sephi, ug Hatham, ug Chenas, ug Timna ug Amalec.","Si Sem, si Arphaxad, si Sela;"
b.1ch.1.37,"Ang mga anak nga lalake ni Rehuel: Si Nahath, Zera, Samma, ug Mizza.","Si Heber, si Peleg, si Reu;"
b.1ch.1.38,"Ang mga anak nga lalake ni Seir: Si Lotan, ug Sobal, ug Sibeon, ug Ana, ug Dison, ug Eser ug Disan.","Si Serug, si Nachor, si Thare;"
b.1ch.1.39,"Ug ang mga anak nga lalake ni Lotan: si Hori, ug Homam; ug si Timna, igsoon nga babaye ni Lotan.","Si Abram, (na siyang Abraham.)"
b.1ch.1.40,"Ang mga anak nga lalake ni Sobal: si Alian, ug si Manahach ug si Ebal, ug si Sephi, ug Onan. Ug ang mga anak nga lalake ni Zibeon: si Aia, ug si Ana.","Ang mga anak ni Abraham: si Isaac, at si Ismael."
b.1ch.1.41,"Ang mga anak nga lalake ni Ana: si Dison, ug ang mga anak nga lalake ni Dison: si Hamran, ug Hesban ug Ithran, ug Cheran.","Ito ang kanilang mga lahi: ang panganay ni Ismael, si Nabajot; saka si Cedar, at si Adbeel, at si Misam,"
b.1ch.1.42,"Ang mga anak nga lalake ni Eser: si Bilhan, ug Zaavan, ug Jaacan. Ang mga anak nga lalake ni Disan: si Hus ug Aran.","Si Misma, at si Duma, si Maasa; si Hadad, at si Thema,"
b.1ch.1.43,"Karon mao kini ang mga hari nga naghari sa Edom, sa wala pay hari nga naghari sa mga anak sa Israel: si Belah ang anak nga lalake ni Beor; ug ang ngalan sa iyang lungsod Dinaba.","Si Jetur, si Naphis, at si Cedma. Ito ang mga anak ni Ismael."
b.1ch.1.44,"Ug si Belah namatay, ug si Jobab ang anak nga lalake ni Zera sa Bosra naghari ilis kaniya.","At ang mga anak ni Cethura, na babae ni Abraham: kaniyang ipinanganak si Zimram, at si Jocsan, at si Medan, at si Madian, at si Isbac, at si Sua. At ang mga anak ni Jocsan: si Seba, at si Dan."
b.1ch.1.45,"Ug si Jobab namatay, ug si Husam sa yuta sa mga Themanhon naghari ilis kaniya.","At ang mga anak ni Madian: si Epha, at si Epher, at si Henoch, at si Abida, at si Eldaa. Lahat ng ito'y mga anak ni Cethura."
b.1ch.1.46,"Ug si Husam namatay, ug si Adad anak nga lalake ni Bedad, nga midaug kang Madian sa kapatagan sa Moab, naghari ilis kaniya; ug ang ngalan sa iyang lungsod mao ang Avith.","At naging anak ni Abraham si Isaac. Ang mga anak ni Isaac: si Esau, at si Israel."
b.1ch.1.47,"Ug si Adad namatay, ug si Samla sa Masreca maoy naghari ilis kaniya.","Ang mga anak ni Esau: si Eliphas, si Rehuel, at si Jeus, at si Jalam, at si Cora."
b.1ch.1.48,"Ug si Samla namatay, ug si Saul sa Rehobot tupad sa Suba naghari ilis kaniya.","Ang mga anak ni Eliphas: si Theman, at si Omar, si Sephi, at si Gatham, si Chenas, at si Timna, at si Amalec."
b.1ch.1.49,"Ug namatay si Saul, ug si Baal-hanan anak nga lalake ni Achbor naghari ilis kaniya.","Ang mga anak ni Rehuel: si Nahath, si Zera, si Samma, at si Mizza."
b.1ch.1.50,"Ug si Baal-hanan namatay, ug si Adad naghari ilis kaniya; ug ang ngalan sa iyang lungsod mao ang Pai: ug ang ngalan sa iyang asawa mao si Mehetabel, anak nga babaye ni Matred, ang anak nga babaye ni Mesahab.","At ang mga anak ni Seir: si Lotan at si Sobal at si Sibeon at si Ana, at si Dison at si Eser at si Disan."
b.1ch.1.51,"Ug si Adad namatay. Ug ang pangulo sa Edom mao si pangulo Timna, pangulo Alba, pangulo Jetet,",At ang mga anak ni Lotan: si Hori at si Homam: at si Timna ay kapatid na babae ni Lotan.
b.1ch.1.52,"Si pangulo Aholibama, pangulo Ela, pangulo Pinon,","Ang mga anak ni Sobal: si Alian at si Manahach at si Ebal, si Sephi at si Onam. At ang mga anak ni Sibeon: si Aia at si Ana."
b.1ch.1.53,"Si pangulo Kenas, pangulo Teman, pangulo Mibzar,",Ang mga anak ni Ana: si Dison. At ang mga anak ni Dison: si Hamran at si Hesban at si Ithran at si Cheran.
b.1ch.1.54,"Si pangulo Magdiel, pangulo Iram. Kini mao ang mga pangulo sa Edom.","Ang mga anak ni Eser: si Bilham, at si Zaavan, at si Jaacan. Ang mga anak ni Disan: si Hus at si Aran."
b.1ch.2.1,"Kini mao ang mga anak nga lalake ni Israel: si Ruben, Simeon, Levi, Juda, Issachar, Zabulon.",Ang mga ito nga ang mga hari na nagsipaghari sa lupain ng Edom bago naghari ang sinomang hari sa mga anak ni Israel: si Belah na anak ni Beor: at ang pangalan ng kaniyang bayan ay Dinaba.
b.1ch.2.2,"Si Dan, Jose, Benjamin, Nephtali, Gad, ug Aser.","At namatay si Belah, at si Jobab na anak ni Zera na taga Bosra ay naghari na kahalili niya."
b.1ch.2.3,"Ang mga anak nga lalake ni Juda: Er, ug Onam, ug Sela; ang maong totolo natawo kaniya kang Sua ang taga-Canaan. Ug si Er, kang Juda nga kamagulangan, dautan sa pagtan-aw ni Jehova; ug iyang gipatay siya.","At namatay si Jobab, at si Husam sa lupain ng mga Themaneo ay naghari na kahalili niya."
b.1ch.2.4,Ug si Tamar nga iyang umagad nga babaye nanganak kaniya kang Pares ug Sara. Ang tanang anak nga lalake ni Juda lima.,"At namatay si Husam, at si Adad na anak ni Bedad na sumakit kay Madian sa parang ng Moab, ay naghari na kahalili niya; at ang pangalan ng kaniyang bayan ay Avith."
b.1ch.2.5,Ang mga anak nga lalake ni Pares: si Hesron ug Hamul.,"At namatay si Adad, at si Samla na taga Masreca ay naghari na kahalili niya."
b.1ch.2.6,"Ug ang mga anak nga lalake ni Sara: si Simri, ug Ethan, ug Heman, ug Calcol, ug Dara; ang tanan lima.","At namatay si Samla, at si Saul na taga Rehoboth sa tabi ng Ilog ay naghari na kahalili niya."
b.1ch.2.7,"Ug ang mga anak nga lalake ni Carmi: si Achar, ang magsasamok sa Israel nga naghimo sa usa ka paglapas sa hinalad nga mga butang.","At namatay si Saul, at si Baal-hanan na anak ni Achbor ay naghari na kahalili niya."
b.1ch.2.8,Ug ang anak nga lalake ni Ethan: si Asaria.,"At namatay si Baal-hanan, at si Adad ay naghari na kahalili niya; at ang pangalan ng kaniyang bayan ay Pai: at ang pangalan ng kaniyang asawa ay Meetabel, na anak na babae ni Matred, na anak na babae ni Me-zaab."
b.1ch.2.9,"Ang mga anak nga lalake usab ni Hesron nga natawo kaniya: si Jerameel, Ram, ug Chelubai.","At namatay si Adad. At ang mga pangulo ng Edom: ang pangulong Timna, ang pangulong Alia, ang pangulong Jetheh;"
b.1ch.2.10,"Ug si Ram nanganak kang Aminadab, ug si Aminadab nanganak kang Nahason, principe sa mga anak sa Juda;","Ang pangulong Oholibama, ang pangulong Ela, ang pangulong Phinon;"
b.1ch.2.11,"Ug si Nahason nanganak kang Salma, ug si Salma nanganak kang Booz.","Ang pangulong Chenaz, ang pangulong Theman, ang pangulong Mibzar;"
b.1ch.2.12,"Ug si Booz nanganak kang Obed, ug si Obed nanganak kang Isai.","Ang pangulong Magdiel, ang pangulong Iram. Ito ang mga pangulo ng Edom."
b.1ch.2.13,"Ug si Isai nanganak sa iyang kamagulangan nga si Eliab, ug si Abinadab ang ikaduha, ug si Sima, ang ikatolo,","Ito ang mga anak ni Israel: si Ruben, si Simeon, si Levi, at si Juda, at si Issachar, at si Zabulon;"
b.1ch.2.14,"Si Nathanael ang ikaupat, si Radai ang ikalima.","Si Dan, si Jose, at si Benjamin, si Neftali, si Gad at si Aser."
b.1ch.2.15,"Si Osem ang ikaunom, si David ang ikapito;","Ang mga anak ni Juda: si Er, at si Onan, at si Sela: na siyang tatlong ipinanganak sa kaniya ng anak na babae ni Sua, na Cananea. At si Er, na panganay ni Juda, ay masama sa paningin ng Panginoon; at pinatay niya siya."
b.1ch.2.16,"Ug ang ilang mga igsoon nga mga babaye si Sarvia ug si Abigail. Ug ang mga anak nga lalake ni Sarvia totolo; si Abisai, ug Joab, ug Asael.",At ipinanganak sa kaniya ni Thamar na kaniyang manugang na babae si Phares at si Zara. Lahat na anak ni Juda ay lima.
b.1ch.2.17,"Ug si Abigail nanganak kang Amasa; ug ang amahan ni Amasa si Jeter, Ismaelihanon.",Ang mga anak ni Phares: si Hesron at si Hamul.
b.1ch.2.18,"Ug si Caleb ang anak nga lalake ni Hesron nanganak ug mga anak kang Azubah nga iyang asawa, ug kang Jerioth; ug kini ang iyang mga anak nga lalake: si Jeser, ug Sobad, ug Ardon.","At ang mga anak ni Zara: si Zimri, at si Ethan, at si Heman, at si Calcol, at si Darda: lima silang lahat."
b.1ch.2.19,"Ug si Azubah namatay, ug gipangasawa ni Caleb si Ephrata nga nananganak kaniya kang Hur.","At ang mga anak ni Carmi: si Achar, na mangbabagabag ng Israel, na gumawa ng pagsalangsang sa itinalagang bagay."
b.1ch.2.20,"Ug si Hur nanganak kang Uri, ug si Uri nanganak kang Bezalel.",At ang mga anak ni Ethan: si Azaria.
b.1ch.2.21,"Ug unya si Hesron miadto sa anak nga babaye ni Machir amahan ni Galaad, nga iyang gipangasawa sa kanuman ang iyang panuigon; ug kaniya nanganak siya kang Segub.","Ang mga anak naman ni Hesron, na mga ipinanganak sa kaniya: si Jerameel, at si Ram, at si Chelubai."
b.1ch.2.22,"Ug si Segub nanganak kang Jair, nga may kaluhaan ug tolo ka mga lungsod sa yuta sa Galaad.","At naging anak ni Ram si Aminadab; at naging anak ni Aminadab si Nahason, na prinsipe ng mga anak ng Juda;"
b.1ch.2.23,"Ug gikuha ni Gesur ug Aram ang mga lungsod ni Jair gikan kanila, lakip ang Cenath, ug ang mga balangay niini bisan ang kan-uman ka mga lungsod. Kining tanan mga anak nga lalake ni Machir nga amahan ni Galaad.","At naging anak ni Nahason si Salma, at naging anak ni Salma si Booz;"
b.1ch.2.24,"Ug sa tapus niana si Hesron namatay didto sa Caleb-Ephrata, unya si Abia nga asawa ni Hesron nanganak kaniya kang Ashur ang amahan ni Tecoa.","At naging anak ni Booz si Obed, at naging anak ni Obed si Isai;"
b.1ch.2.25,"Ug ang mga anak nga lalake ni Jerameel ang kamagulangan ni Hesron mao si Ram, ang kamagulangan, ug Buna, ug Orem, ug Osem, ug Achia.","At naging anak ni Isai ang kaniyang panganay na si Eliab, at si Abinadab ang ikalawa, at si Sima ang ikatlo;"
b.1ch.2.26,"Ug si Jerameel may laing asawa, nga ginganlan si Atara; siya maoy inahan ni Onam.","Si Nathanael ang ikaapat, si Radai ang ikalima;"
b.1ch.2.27,"Ug ang mga anak nga lalake ni Ram ang kamagulangan ni Jerameel mao si Maas, ug si Jamin ug si Acar.","Si Osem ang ikaanim, si David ang ikapito:"
b.1ch.2.28,"Ug ang mga anak nga lalake ni Onam mao si Sammai, ug si Jada. Ug ang mga anak nga lalake ni Sammai: mao si Nadab, ug si Abisur.","At ang kanilang mga kapatid na babae si Sarvia at si Abigail. At ang mga naging anak ni Sarvia; si Abisai, at si Joab, at si Asael, tatlo."
b.1ch.2.29,"Ug ang ngalan sa asawa ni Abisur mao si Abihail; ug nanganak siya kaniya kang Aban, ug Molib.",At ipinanganak ni Abigail si Amasa: at ang ama ni Amasa ay si Jether na Ismaelita.
b.1ch.2.30,Ug ang mga anak nga lalake ni Nadab; mao si Seled ug Aphaim. Apan si Seled namatay nga walay mga anak.,"At nagkaanak si Caleb na anak ni Hesron kay Azuba na asawa niya, at kay Jerioth: at ang mga ito ang kaniyang mga anak: si Jeser, at si Sobad, at si Ardon."
b.1ch.2.31,Ug ang mga anak nga lalake ni Aphaim mao si Isi; ug ang anak nga lalake ni Isi: si Sesam; ug ang anak nga lalake ni Sesam mao si Alai.,"At namatay si Azuba, at nagasawa si Caleb kay Ephrata, na siyang nanganak kay Hur sa kaniya."
b.1ch.2.32,"Ug ang mga anak nga lalake ni Jada igsoon nga lalake ni Sammai: si Jether, ug si Jonathan. Ug si Jether namatay nga walay mga anak.","At naging anak ni Hur si Uri, at naging anak ni Uri si Bezaleel."
b.1ch.2.33,Ug ang mga anak nga lalake ni Jonathan: si Peleth ug si Zaza. Kini mao ang mga anak nga lalake ni Jerameel.,"At pagkatapos ay sumiping si Hesron sa anak na babae ni Machir na ama ni Galaad; na siya niyang naging asawa, nang siya'y may anim na pung taong gulang; at ipinanganak niya si Segub sa kaniya."
b.1ch.2.34,"Karon si Sesan walay mga anak nga lalake, apan may mga anak nga babaye. Ug si Sesan may usa ka alagad, usa ka taga-Egipto, nga ginganlan si Jarha.","At naging anak ni Segub si Jair, na nagkaroon ng dalawang pu't tatlong bayan sa lupain ng Galaad."
b.1ch.2.35,Ug gipaasawa ni Sesan ang iyang anak nga babaye kang Jarha nga iyang alagad; ug nanganak kang Athai.,"At sinakop ni Gesur at ni Aram ang mga bayan ni Jair sa kanila, pati ng Cenath, at ang mga nayon niyaon, sa makatuwid baga'y anim na pung bayan. Lahat ng ito'y mga anak ni Machir na ama ni Galaad."
b.1ch.2.36,"Ug si Athai nanganak kang Nathan, ug si Nathan nanganak kang Zabad,",At pagkamatay ni Hesron sa Caleb-ephrata ay ipinanganak nga ni Abia na asawa ni Hesron sa kaniya si Ashur na ama ni Tecoa.
b.1ch.2.37,"Ug si Zabad nanganak kang Ephlal, ug si Ephlal nanganak kang Obed,","At ang mga anak ni Jerameel na panganay ni Hesron ay si Ram ang panganay, at si Buna, at si Orem, at si Osem, si Achia."
b.1ch.2.38,"Ug si Obed nanganak kang Jehu, ug si Jehu nanganak kang Azarias,","At si Jerameel ay nagasawa ng iba, na ang pangalan ay Atara; siya ang ina ni Onam."
b.1ch.2.39,"Ug si Azarias nanganak kang Heles, ug si Heles nanganak kang Elasa,","At ang mga anak ni Ram na panganay ni Jerameel ay si Maas, at si Jamin, at si Acar."
b.1ch.2.40,"Ug si Elasa nanganak kang Sismai, ug si Sismai nanganak kang Sallum,","At ang mga anak ni Onam ay si Sammai, at si Jada. At ang mga anak ni Sammai: si Nadab, at si Abisur."
b.1ch.2.41,"Ug si Sallum nanganak kang Jecamia, ug si Jecamia nanganak kang Elisama.","At ang pangalan ng asawa ni Abisur ay Abihail; at ipinanganak niya sa kaniya si Aban, at si Molib."
b.1ch.2.42,Ug ang mga anak nga lalake ni Caleb nga igsoon ni Jerameel mao si Mesa nga iyang kamagulangan nga maoy amahan ni Ziph; ug ang mga anak nga lalake ni Maresa nga amahan ni Hebron.,"At ang mga anak ni Nadab: si Seled, at si Aphaim: nguni't si Seled ay namatay na walang anak."
b.1ch.2.43,"Ug ang mga anak nga lalake ni Hebron; mao si Core, ug Thaphua ug Recem, ug Sema.",At ang mga anak ni Aphaim: si Isi. At ang mga anak ni Isi; si Sesan. At ang mga anak ni Sesan: si Alai.
b.1ch.2.44,"Ug si Sema nanganak kang Raham, ang amahan ni Jorcaam; ug si Recem nanganak kang Sammai.","At ang mga anak ni Jada, na kapatid ni Sammai: si Jether, at si Jonathan: at si Jether ay namatay na walang anak."
b.1ch.2.45,Ug ang anak nga lalake ni Sammai mao si Maon ang amahan ni Beth-zur.,"At ang mga anak ni Jonathan: si Peleth, at si Zaza. Ito ang mga anak ni Jerameel."
b.1ch.2.46,"Ug si Epha, nga puyo-puyo ni Caleb, nanganak kang Haran, ug kang Mosa, ug kang Gazez; ug si Haran nanganak kang Gazez.","Si Sesan nga ay hindi nagkaanak ng mga lalake, kundi mga babae. At si Sesan ay may isang alipin na taga Egipto, na ang pangalan ay Jarha."
b.1ch.2.47,"Ug ang mga anak nga lalake ni Joddai; si Regem, ug si Jotham, ug si Gesan, ug si Pelet, ug si Epho ug si Saaph.",At pinapagasawa ni Sesan ang kaniyang anak na babae kay Jarha na kaniyang alipin at ipinanganak niya si Athai sa kaniya.
b.1ch.2.48,"Si Maacha nga puyo-puyo ni Caleb, nanganak kang Sebet ug kang Thirana.","At naging anak ni Athai si Nathan, at naging anak ni Nathan si Zabad;"
b.1ch.2.49,"Siya nanganak usab kang Saaph, amahan ni Madmannah, ug kang Seva, amahan ni Macbena, ug amahan ni Ghiba. Ug si Achsa maoy anak nga babaye ni Caleb.","At naging anak ni Zabad si Ephlal, at naging anak ni Ephlal, si Obed."
b.1ch.2.50,"Kini mao ang mga anak nga lalake ni Caleb, anak nga lalake ni Hur, ang kamagulangan ni Ephrata: si Sobal, amahan ni Chiriath-jearim;","At naging anak ni Obed si Jehu, at naging anak ni Jehu si Azarias;"
b.1ch.2.51,Si Salma ang amahan ni Bethlehem; si Hareph ang amahan ni Bethgader.,"At naging anak ni Azarias si Heles, at naging anak ni Heles si Elasa;"
b.1ch.2.52,Ug si Sobal ang amahan ni Chiriath-jearim may mga anak nga lalake: ang mga Haroeh katunga sa mga Manahethihanon.,"At naging anak ni Elasa si Sismai, at naging anak ni Sismai si Sallum;"
b.1ch.2.53,"Ug ang mga panimalay sa Chiriath-jearim: ang mga Ithrehanon, ang mga Phutehanon, ug ang mga Samathhanon, ug ang mga Misraitehanon; kanila nanggula ang mga Soratitahanon ug ang mga Estaolitahanon.","At naging anak ni Sallum si Jecamia, at naging anak ni Jecamia si Elisama."
b.1ch.2.54,"Ang mga anak nga lalake ni Sama: si Beth-lehem, ug ang mga Nethophatihanon ug ang mga Atarotbetjoab, ug katunga sa mga Manajetitahanon ang mga Soraitahanon.","At ang mga anak ni Caleb na kapatid ni Jerameel ay si Mesa na kaniyang panganay, na siyang ama ni Ziph; at ang mga anak ni Maresa na ama ni Hebron."
b.1ch.2.55,"Ug ang mga panimalay sa mga escribas nga nagpuyo sa Jabes; ang mga Thiratehanon, mga Simatehanon, mga Sucatehanon; kini mao ang mga Cinehanon nga minggikan kang Hamath, ang amahan sa balay ni Rechab.","At ang mga anak ni Hebron: si Core, at si Thaphua, at si Recem, at si Sema."
b.1ch.3.1,"Karon mao kini ang mga anak nga lalake ni David, nga nangatawo kaniya didto sa Hebron: ang kamagulangan mao si Amnon, kang Achinoam ang Jezreelnon; ang ikaduha si Daniel, kang Abigail ang Carmelnon;","At naging anak ni Sema si Raham, na ama ni Jorcaam; at naging anak ni Recem si Sammai."
b.1ch.3.2,"Ang ikatolo, si Absalom, ang anak nga lalake ni Maacha nga anak nga babaye ni Talmai, hari sa Gesur; ang ikaupat si Adonias anak nga lalake ni Aggith;",At ang anak ni Sammai ay si Maon; at si Maon ay ama ni Beth-zur.
b.1ch.3.3,"Ang ikalima, si Sephatias, kang Abithal; ang ikaunom, si Itream kang Egla nga iyang asawa.","At ipinanganak ni Epha, na babae ni Caleb, si Haran, at si Mosa, at si Gazez: at naging anak ni Haran si Gazez."
b.1ch.3.4,Unom ang natawo kaniya sa Hebron; ug didto siya naghari sulod sa pito ka tuig ug unom ka bulan. Ug sa Jerusalem siya naghari sulod sa katloan ug tolo ka tuig;,"At ang mga anak ni Joddai: si Regem, at si Jotham, at si Gesan, at si Pelet, at si Epha, at si Saaph."
b.1ch.3.5,"Ug kini nangatawo kaniya sa Jerusalem: si Simma, ug si Sobab, ug si Nathan, ug si Salomon, upat, kang Beth-sua anak nga babaye ni Ammiel;","Ipinanganak ni Maacha, na babae ni Caleb, si Sebet, at si Thirana."
b.1ch.3.6,"Ug si Ibaar, ug si Elisama, ug si Eliphelet.","Ipinanganak din niya si Saaph na ama ni Madmannah, si Seva na ama ni Macbena, at ang ama ni Ghiba; at ang anak na babae ni Caleb ay si Acha."
b.1ch.3.7,"Ug si Noga, ug si Nepheg, ug si Japhaia,","Ito ang mga naging anak ni Caleb, na anak ni Hur, na panganay ni Ephrata: si Sobal na ama ni Chiriath-jearim;"
b.1ch.3.8,"Ug si Elisama ug si Eliada, ug si Eliphelet; siyam.","Si Salma na ama ni Bethlehem, si Hareph na ama ni Beth-gader."
b.1ch.3.9,"Kining tanan nga mga anak nga lalake ni David, gawas sa mga anak nga lalake sa mga puyo-puyo; ug si Thamar maoy ilang igsoon nga babaye.","At si Sobal na ama ni Chiriath-jearim ay nagkaanak; si Haroeh, na kalahati ng mga Manahethita."
b.1ch.3.10,"Ug ang anak nga lalake ni Salomon mao si Roboam, si Abia iyang anak nga lalake, si Asa iyang anak nga lalake, si Josaphat iyang anak nga lalake,","At ang mga angkan ni Chiriath-jearim: ang mga Ithreo, at ang mga Phuteo, at ang mga Samateo, at ang mga Misraiteo; na mula sa kanila ang mga Soratita at ang mga Estaolita."
b.1ch.3.11,"Si Joram iyang anak nga lalake, si Ochozias iyang anak nga lalake, si Joas iyang anak nga lalake,","Ang mga anak ni Salma: ang Bethlehem, at ang mga Netophatita, ang Atroth-beth-joab, at ang kalahati ng mga Manahethita, ang mga Soraita."
b.1ch.3.12,"Si Amasias iyang anak nga lalake, si Azarias iyang anak nga lalake si Jotham iyang anak nga lalake,","At ang mga angkan ng mga kalihim na nagsisitahan sa Jabes: ang mga Thiratheo, ang mga Simatheo, at ang mga Sucatheo. Ito ang mga Cineo, na nagsipagmula kay Hamath, na ama ng sangbahayan ni Rechab."
b.1ch.3.13,"Si Achaz iyang anak nga lalake, si Ezechias iyang anak nga lalake ug si Manases iyang anak nga lalake.","Ang mga ito nga ang mga anak ni David, na mga ipinanganak sa kaniya sa Hebron: ang panganay ay si Amnon, ni Achinoam na Jezreelita; ang ikalawa'y si Daniel, ni Abigail na Carmelita;"
